Product order name;product_order_date;comment;factory;status;create_date;order_number;order_date;product_name;qty
ПКНФ-000108;26.01.2026;7649.2ШУ ПНС+расключение станции+расключение блок-контейнера;Тихорецкая ( только для шу с 0;В резерв после прихода;26.01.2026;ПКНФ-00950 ;08.12.2025;7649.2 КСС-ШУПФС-С-2-3- 75К+2ЭЗ+АВР;1
ПКНФ-000116;26.01.2026;7030.2ШУ Изделие;Тихорецкая ( только для шу с 0;В работе;26.01.2026;ПКНФ-00918 ;20.11.2025;Шкаф управления двумя насосами, уличное исполнение, плавный пуск, двойной ввод питания с АВР, искроб;1
ПКНФ-000123;18.02.2026;579 - КНС (Основное)+ склад резерв 240тыс;Васюринская;В работе;18.02.2026;ПКНФ-00952 ;08.12.2025;Канализационная насосная станция КСС-КНС-2400-6500 в корпусе,;1
ПКНФ-000150;27.01.2026;7649.5 - ЛОС - Основное изделие;Васюринская;В работе;27.01.2026;ПКНФ-00950 ;08.12.2025;Модульная установка локальных очистных сооружений  КСС-ЛОС-160, состоящая из 3 камер (ПО+МБО+СФ) 160;1
ПКНФ-000151;23.01.2026;7649.4.13 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000152;23.01.2026;7649.4.14 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000153;23.01.2026;7649.4.15 - ЕН - Основное изделие+склад резерв 240тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000154;23.01.2026;7649.4.16 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000163;23.01.2026;7649.4.7 - ЕН - Основное изделие+ склад резерв ( 240тыс);Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000164;23.01.2026;7649.4.8 - ЕН - Основное изделие+ склад резерв 240тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000165;23.01.2026;7649.4.9 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000166;23.01.2026;7649.4.10 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000167;23.01.2026;7649.4.11 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000168;23.01.2026;7649.4.12 - ЕН - Основное изделие+ скла резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000169;26.01.2026;7835.2 - Установка УВ-3 2шт.;Васюринская;В работе;26.01.2026;ПКНФ-00942 ;04.12.2025;Установка воздухообменная «УВ-3» тип Б;2
ПКНФ-000172;13.02.2026;5882.2 - ПНС в корпусе (Основное);Васюринская;В работе;13.02.2026;ПКНФ-00970 ;22.12.2025;Насосная станция пожаротушения в корпусе из стеклопластика  КСС-ПНС-3200-6200 на базе установки КСС-;1
ПКНФ-000177;09.02.2026;5882.1.1 - ЕН (Основное);Васюринская;В работе;09.02.2026;ПКНФ-00970 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-250, D=4200 мм, L=19000 мм, объем 250;1
ПКНФ-000178;09.02.2026;5882.1.2 - ЕН (Основное);Васюринская;В работе;09.02.2026;ПКНФ-00970 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-250, D=4200 мм, L=19000 мм, объем 250;1
ПКНФ-000179;18.02.2026;5882.3 - ЕН (Основное);Васюринская;В резерв после прихода;18.02.2026;ПКНФ-00971 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-1- 200, D=4200 мм, L=14500 мм, объем;1
ПКНФ-000180;24.02.2026;5882.4 - ЕН (Основное);Васюринская;В резерв после прихода;24.02.2026;ПКНФ-00971 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-2- 200, D=4200 мм, L=14500 мм, объем 2;1
ПКНФ-000181;24.02.2026;5882.5 - ВНС в корпусе (Основное);Васюринская;В резерв после прихода;24.02.2026;ПКНФ-00971 ;22.12.2025;Насосная станция повышения давления в корпусе,КСС-ВНС-3000-6300;1
ПКНФ-000182;13.02.2026;5882.2У - Установка;Новороссийская ( внс и пнс);В работе;13.02.2026;ПКНФ-00970 ;22.12.2025;Насосная станция пожаротушения КСС-П-2 CDM65-5-АВР-2ЭЗ-РК-УХЛ1;1
ПКНФ-000183;27.01.2026;5882.5У - Установка;Новороссийская ( внс и пнс);В резерв после прихода;27.01.2026;ПКНФ-00971 ;22.12.2025;Установка повышения давления КСС-МЧ-2 CDM15-7-СХ;1
ПКНФ-000186;03.02.2026;6228.2 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно, Направляющ. Насоса;Васюринская;В работе;03.02.2026;ПКНФ-00940 ;03.12.2025;6228.2 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно, Направляющ. Насоса;1
ПКНФ-000188;28.01.2026;7726.2У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;28.01.2026;ПКНФ-00933 ;15.12.2025;7726.2У - Коллекторы, патрубки;1
ПКНФ-000189;28.01.2026;7726.2У - Рама, стойка;Новороссийская ( внс и пнс);В работе;28.01.2026;ПКНФ-00933 ;15.12.2025;7726.2У - Рама, стойка;1
ПКНФ-000192;18.02.2026;8144.1 - Насосная станция в корпусе (Основное);Васюринская;В резерв после прихода;18.02.2026;ПКНФ-000014;26.01.2026;Насосная станция в корпусе КСС-НС-3000-9600;1
ПКНФ-000193;18.02.2026;8144.2 - Насосная станция в корпусе (Основное);Васюринская;В резерв после прихода;18.02.2026;ПКНФ-000014;26.01.2026;Насосная станция в корпусе КСС-НС-3200-14000;1
ПКНФ-000197;27.01.2026;7719.2 - ЕН - Основное изделие;Васюринская;В работе;27.01.2026;ПКНФ-00960 ;12.12.2025;Емкость накопительная КСС-ЕН-45, D=2400 мм, L=10500 мм, объем 45 м3;1
ПКНФ-000198;29.01.2026;6176.3У - Трубопровод;Новороссийская ( внс и пнс);В работе;29.01.2026;ПКНФ-00980 ;26.12.2025;6176.3У - Трубопровод;1
ПКНФ-000199;29.01.2026;6176.3У - Рама, Стойка;Новороссийская ( внс и пнс);В работе;29.01.2026;ПКНФ-00980 ;26.12.2025;6176.3У - Рама, Стойка;1
ПКНФ-000205;13.02.2026;6176.3У - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;13.02.2026;ПКНФ-00980 ;26.12.2025;6176.3У - Установка подачи воды для пожаротушения;1
ПКНФ-000216;13.02.2026;8144.2.2У - Установка повышения давления ;Новороссийская ( внс и пнс);В работе;13.02.2026;ПКНФ-000014;26.01.2026;Установка повышения давления КСС-МЧ-2 CDM15-4-СХ-ГА8+УХЛ-1+Доп2;1
ПКНФ-000217;16.02.2026;8144.2.3У - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;16.02.2026;ПКНФ-000014;26.01.2026;Установка подачи воды для пожаротушения КСС-П-2 CDM85-3-АВР-2ЭЗ-РК-УХЛ-1+Доп2;1
ПКНФ-000219;02.02.2026;7649.2У - Рама, Стойка;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00950 ;08.12.2025;7649.2У - Рама, Стойка;1
ПКНФ-000220;16.02.2026;7649.2У - Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-00950 ;08.12.2025;7649.2У - Трубопровод;1
ПКНФ-000221;16.02.2026;7649.2У - ПНС установка;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-00950 ;08.12.2025;Автоматическая насосная станция пожаротушения КСС-П-3 NIS200-150-400-75-ЖН CDM3-8-ГА80-АВР-2ЭЗ-РК;1
ПКНФ-000225;09.02.2026;6176.4 - Лестницы;Новороссийская ( внс и пнс);В работе;09.02.2026;ПКНФ-00980 ;26.12.2025;6176.4 - Лестницы;1
ПКНФ-000229;09.02.2026;7726.1 Рама под установку Балка под крышку;Васюринская;В работе;09.02.2026;ПКНФ-00933 ;15.12.2025;7726.1 Рама под установку Балка под крышку;1
ПКНФ-000230;02.02.2026;6176.5.1 - ЕН (Основное) РЕМНИ ОТДЕЛЬНО;Васюринская;В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;Емкость накопительная КСС-ЕН-240, D=4200 мм, L=17500 мм, объем 240 м;1
ПКНФ-000233;02.02.2026;6176.5.2 - ЕН (Основное) РЕМНИ ОТДЕЛЬНО;Васюринская;В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;Емкость накопительная КСС-ЕН-240, D=4200 мм, L=17500 мм, объем 240 м;1
ПКНФ-000236;03.02.2026;8025ШУ ПНС + расключение станции в цеху;Тихорецкая ( только для шу с 0;В работе;03.02.2026;ПКНФ-000003;29.01.2026;8025 КСС-ШУПФ-Д-2-3-5,5К+АВР+ 2ЭЗ;1
ПКНФ-000237;19.02.2026;8025У-установка(основное);Новороссийская ( внс и пнс);В резерв после прихода;19.02.2026;ПКНФ-000003;29.01.2026;Автоматическая насосная станция пожаротушения КСС-П-2 CDM15-7-АВР-2ЭЗ ;1
ПКНФ-000241;04.02.2026;7726.2 Рама под установку Балка под крышку;Васюринская;В резерв после прихода;04.02.2026;ПКНФ-00933 ;15.12.2025;7726.2 Рама под установку Балка под крышку;1
ПКНФ-000244;05.02.2026;7550 - КНС (Основное)+ склад резерв (159тыс) + списаны материалы из 6854;Васюринская;В работе;05.02.2026;ПКНФ-00838 ;27.11.2025;Канализационная насосная станция в корпусе из  стеклопластика КСС-КНС-1-2400-3900;1
ПКНФ-000245;05.02.2026;5882.2У Коллектора, патрубки;Новороссийская ( внс и пнс);В работе;05.02.2026;ПКНФ-00970 ;22.12.2025;5882.2У Коллектора, патрубки;1
ПКНФ-000246;05.02.2026;5882.2У Рама;Новороссийская ( внс и пнс);В работе;05.02.2026;ПКНФ-00970 ;22.12.2025;5882.2У Рама;1
ПКНФ-000249;06.02.2026;6176.3 Трубопровод;Новороссийская ( внс и пнс);В работе;06.02.2026;ПКНФ-00980 ;26.12.2025;6176.3 Трубопровод;1
ПКНФ-000250;13.02.2026;6176.3 Лестница;Новороссийская ( внс и пнс);В работе;13.02.2026;ПКНФ-00980 ;26.12.2025;6176.3 Лестница;1
ПКНФ-000251;13.02.2026;6176.3 Рама под установку Балка под крышку;Васюринская;В работе;13.02.2026;ПКНФ-00980 ;26.12.2025;6176.3 Рама под установку Балка под крышку;1
ПКНФ-000252;18.02.2026;6176.3 - ПНС в корпусе (Основное) поменялась арматура на 150!;Васюринская;В работе;18.02.2026;ПКНФ-00980 ;26.12.2025;Насосная станция пожаротушения вкорпусе КСС-ПНС-4000-5000 CDM85-3-2-АВР-РК;1
ПКНФ-000255;16.02.2026;5882.2 Трубопровод, патрубки;Новороссийская ( внс и пнс);В работе;16.02.2026;ПКНФ-00970 ;22.12.2025;5882.2 Трубопровод, патрубки;1
ПКНФ-000256;09.02.2026;5882.2 Лестница, транспортная балка Б1;Новороссийская ( внс и пнс);В работе;09.02.2026;ПКНФ-00970 ;22.12.2025;5882.2 Лестница, транспортная балка Б1;1
ПКНФ-000257;18.02.2026;5882.2 Рама под установку, балка под крышку;Васюринская;В работе;18.02.2026;ПКНФ-00970 ;22.12.2025;5882.2 Рама под установку, балка под крышку ;1
ПКНФ-000262;16.02.2026;8144.2.3У Трубопровод;Новороссийская ( внс и пнс);В работе;16.02.2026;ПКНФ-000014;26.01.2026;8144.2.3У Трубопровод;1
ПКНФ-000263;12.02.2026;8144.2.3У Рама, Стойка;Новороссийская ( внс и пнс);В работе;12.02.2026;ПКНФ-000014;26.01.2026;8144.2.3У Рама, Стойка;1
ПКНФ-000264;16.02.2026;8144.1 - Трубопровод, патрубки;Новороссийская ( внс и пнс);В работе;16.02.2026;ПКНФ-000014;26.01.2026;8144.1 - Трубопровод, патрубки;1
ПКНФ-000265;12.02.2026;8144.1 - Лестницы;Новороссийская ( внс и пнс);В работе;12.02.2026;ПКНФ-000014;26.01.2026;8144.1 - Лестницы;1
ПКНФ-000266;12.02.2026;8144.1 -  Рама под фальшпол  Подставки под трубопровод  Полоса для заземления;Васюринская;В работе;12.02.2026;ПКНФ-000014;26.01.2026;8144.1 -  Рама под фальшпол  Подставки под трубопровод  Полоса для заземления;1
ПКНФ-000269;13.02.2026;8037ШУ КНС;Тихорецкая ( только для шу с 0;В резерв после прихода;13.02.2026;ПКНФ-000022;10.02.2026;8037 КСС ШУК- 2/3 -1,5кВт +УХЛ1+Расходомер;1
ПКНФ-000270;16.02.2026;8144.2.2У - Коллекторы;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-000014;26.01.2026;8144.2У - Коллекторы;1
ПКНФ-000274;16.02.2026;6176.1 Трубопровод нерж;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-00980 ;26.12.2025;6176.1 Трубопровод нерж;1
ПКНФ-000275;16.02.2026;6176.1 Лестницы Балка под крышку ;Новороссийская ( внс и пнс);В работе;16.02.2026;ПКНФ-00980 ;26.12.2025;6176.1 Лестницы Балка под крышку ;1
ПКНФ-000276;18.02.2026;6176.1 Рама под УПМ, Трубопровод чермет;Васюринская;В резерв после прихода;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.1 Рама под УПМ;1
ПКНФ-000277;16.02.2026;8144.2 Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-000014;26.01.2026;8144.2 Трубопровод;1
ПКНФ-000278;16.02.2026;8144.2 Лестница;Новороссийская ( внс и пнс);В резерв после прихода;16.02.2026;ПКНФ-000014;26.01.2026;8144.2 Лестница;1
ПКНФ-000286;17.02.2026;8144.2 Рама;Васюринская;В резерв после прихода;17.02.2026;ПКНФ-000014;26.01.2026;8144.2 Рама ;1
ПКНФ-000288;17.02.2026;5882.3 Лестницы;Новороссийская ( внс и пнс);В работе;17.02.2026;ПКНФ-00971 ;22.12.2025;5882.3 Лестницы;1
ПКНФ-000289;17.02.2026;5882.3 Трубопровод;Новороссийская ( внс и пнс);В работе;17.02.2026;ПКНФ-00971 ;22.12.2025;5882.3 Трубопровод;1
ПКНФ-000290;17.02.2026;5882.5У Коллектора, патрубки;Новороссийская ( внс и пнс);В резерв после прихода;17.02.2026;ПКНФ-00971 ;22.12.2025;5882.5У Коллектора, патрубки ;1
ПКНФ-000291;17.02.2026;5882.5У Рама;Новороссийская ( внс и пнс);В работе;17.02.2026;ПКНФ-00971 ;22.12.2025;5882.5У Рама;1
ПКНФ-000295;18.02.2026;6176.2 - Лист 300х100х3 и Лист 200х100х3;Новороссийская ( внс и пнс);В работе;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 - Лист 200х100х3;1
ПКНФ-000295;18.02.2026;6176.2 - Лист 300х100х3 и Лист 200х100х3;Новороссийская ( внс и пнс);В работе;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 - Лист 300х100х3;2
ПКНФ-000296;18.02.2026;6176.1 - ГКНС (Основное);Васюринская;В резерв после прихода;18.02.2026;ПКНФ-00980 ;26.12.2025;Канализационная насосная станция КСС-ГКНС-1-3600-15000, на базе насосов 200WQ270-10-11;1
ПКНФ-000297;18.02.2026;6176.2 - ГКНС (Основное) обратный клапан берем со склада;Васюринская;В резерв после прихода;18.02.2026;ПКНФ-00980 ;26.12.2025;Канализационная насосная станция КСС-ГКНС-2-3600-13000, на базе насосов 50WQ10-7-0.55;1
ПКНФ-000298;18.02.2026;6176.2 Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 Трубопровод;1
ПКНФ-000299;18.02.2026;6176.2 Лестницы;Новороссийская ( внс и пнс);В работе;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 Лестницы;1
ПКНФ-000300;19.02.2026;6176.2 Направляющие насосов;Васюринская;В работе;19.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 Направляющие насосов;1
ПКНФ-000301;18.02.2026;6176.2 Рама под УПМ Балка под крышку, трубопровод(чермет);Васюринская;В резерв после прихода;18.02.2026;ПКНФ-00980 ;26.12.2025;6176.2 Рама под УПМ Балка под крышку;1
ПКНФ-000302;19.02.2026;579 - Пластины 685х660х10;Новороссийская ( внс и пнс);В работе;19.02.2026;ПКНФ-00952 ;08.12.2025;579 - Пластины 685х660х10;2
ПКНФ-000303;19.02.2026;5882.4 Лестницы;Новороссийская ( внс и пнс);В резерв после прихода;19.02.2026;ПКНФ-00971 ;22.12.2025;5882.4 Лестницы;1
ПКНФ-000304;19.02.2026;5882.4 Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;19.02.2026;ПКНФ-00971 ;22.12.2025;5882.4 Трубопровод;1
ПКНФ-000305;19.02.2026;6228.2 - насосы;Бершанская;В резерв после прихода;19.02.2026;ПКНФ-00939 ;03.12.2025;Насосы: KQ Q=940м3/ч, Н=12м;1
ПКНФ-000306;19.02.2026;8025У Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;19.02.2026;ПКНФ-000003;29.01.2026;8025У Трубопровод;1
ПКНФ-000307;19.02.2026;8025У Рама;Новороссийская ( внс и пнс);В работе;19.02.2026;ПКНФ-000003;29.01.2026;8025У Рама;1
ПКНФ-000308;19.02.2026;8037 - КНС (Основное);Васюринская;В работе;19.02.2026;ПКНФ-000022;10.02.2026;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-1600-8100;1
ПКНФ-000309;24.02.2026;5882.5 Трубопровод, патрубки;Новороссийская ( внс и пнс);В резерв после прихода;24.02.2026;ПКНФ-00971 ;22.12.2025;5882.5 Трубопровод, патрубки;1
ПКНФ-000310;19.02.2026;5882.5 Лестница;Новороссийская ( внс и пнс);В резерв после прихода;19.02.2026;ПКНФ-00971 ;22.12.2025;5882.5 Лестница;1
ПКНФ-000311;19.02.2026;5882.5 Рама под установку Балка под крышку;Васюринская;В резерв после прихода;19.02.2026;ПКНФ-00971 ;22.12.2025;5882.5 Рама под установку Балка под крышку ;1
ПКНФ-000313;26.01.2026;7649.2 - ПНС в корпусе (Основное) + списаны метизы из 7649.1;Васюринская;В работе;26.01.2026;ПКНФ-00950 ;08.12.2025;Насосная станция пожаротушения КСС-П-3 NIS200-150-400-75-ЖН CDM3-8-ГА80-АВР-2ЭЗ-РК в блок-боксе с га;1
ПКНФ-000314;24.02.2026;8170ШУ КНС + расключение станции;Тихорецкая ( только для шу с 0;В работе;24.02.2026;ПКНФ-000040;18.02.2026;8170 КСС-ШУПЧ2  2-3 -0,3кВт+СХ;1
ПКНФ-000345;19.06.2025;6574.4 - Станция очистки хоз-быт сточных вод основное+ потеряшки;Васюринская;В работе;19.06.2025;ПКНФ-00594 ;21.05.2025;Станция очистки хозяйственно- бытовых сточных вод, 10м3/сут;1
ПКНФ-001235;02.12.2025;7030.1- КНС (Основное) + списана труба ПЭ! дополнительно;Васюринская;В работе;02.12.2025;ПКНФ-00918 ;20.11.2025;Канализационная насосная станция в корпусе из стеклопластика  КСС-КНС-3000-7000 Q=150 м3/ч, H=25 м;1
ПКНФ-001311;15.12.2025;579ШУ КНС + 2 ПЛАВНИКА С 5271 СИРИУС НЕСКУЧНЫЙ САД;Тихорецкая ( только для шу с 0;В работе;15.12.2025;ПКНФ-00952 ;08.12.2025;579 КСС ШУКПП- 2/3 -30кВт +Расходомер+УХЛ1;1
ПКНФ-001345;15.12.2025;7719.6 - ЕНП (Основное);Васюринская;В работе;15.12.2025;ПКНФ-00960 ;12.12.2025;Емкость накопительная питьевая КСС-ЕНП-10, D=2000 мм, L=3400 мм, объем 10 м3;1
ПКНФ-001436;25.12.2025;7649.6 - КОС (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 10-УФ (м3/с;1
ПКНФ-001437;25.12.2025;7649.7 - КОС (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 33-УФ (м3/с;1
ПКНФ-001472;30.12.2025;5588 - станция очистки (компл);Васюринская;В работе;30.12.2025;ПКНФ-00975 ;24.12.2025;Станция очистки бытовых сточных вод серии ""ТРИУМФ - 20 лонг"", КНС, УФ с/т;1
