Product order name;product_order_date;comment;factory;status;create_date;order_number;order_date;product_name;qty
ПКНФ-000072;21.01.2026;6176.4 - ЛОС (Основное);Васюринская;В резерв после прихода;21.01.2026;ПКНФ-00980 ;26.12.2025;Модульная установка локальных очистных сооруженийКСС-ЛОС-2 камер 3 (ПО+МБО+СФ)  D=1200 мм, L=4000 мм;1
ПКНФ-000073;22.01.2026;6228.1 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно;Васюринская;В работе;22.01.2026;ПКНФ-00940 ;03.12.2025;6228.1 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно;1
ПКНФ-000076;22.01.2026;8150.2ШУ ВНС+ расключение станции;Тихорецкая ( только для шу с 0;В резерв после прихода;22.01.2026;ПКНФ-000010;20.01.2026;8150.2 КСС-ШУПЧ2  3-3 -2.2кВт+СХ;1
ПКНФ-000077;22.01.2026;8150.1ШУ + расключение станции;Тихорецкая ( только для шу с 0;В резерв после прихода;22.01.2026;ПКНФ-000010;20.01.2026;8150.1 КСС-ШУПЧ2  3-3 -0,75кВт+СХ;1
ПКНФ-000082;23.01.2026;7024.1 - КНС (Основное)+ склад резерв(180тыс);Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00841 ;14.10.2025;Канализационная насосная станция в корпусе КСС-КНС-1-3200-5400;1
ПКНФ-000090;27.01.2026;7614.1 - КНС (Основное)+ склад резерв (200тыс);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00956 ;10.12.2025;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-1-1400-3500, на базе насосов CN;1
ПКНФ-000091;30.01.2026;7024.2 - КНС (Основное)+ склад резерв (326 тыс);Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00841 ;14.10.2025;Канализационная насосная станция в корпусе КСС-КНС-2000-3700;1
ПКНФ-000099;02.02.2026;8150.1У - ВНС (Основное);Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-000010;20.01.2026;Автоматическая насосная станция повышения давления КСС-МЧ-3 CDM5-5-СХ-ГА8 ;1
ПКНФ-000100;22.01.2026;8150.2У - ВНС (Основное);Новороссийская ( внс и пнс);В резерв после прихода;22.01.2026;ПКНФ-000010;20.01.2026;Автоматическая насосная станция повышения давления КСС-МЧ-3 CDM10-6-СХ-ГА8 ;1
ПКНФ-000105;30.01.2026;579 - Рама под УПМ Балка под крышку Направляющ. насосов;Васюринская;В работе;30.01.2026;ПКНФ-00952 ;08.12.2025;579 - Рама под УПМ Балка под крышку Направляющ. насосов;1
ПКНФ-000108;26.01.2026;7649.2ШУ ПНС+расключение станции+расключение блок-контейнера;Тихорецкая ( только для шу с 0;В резерв после прихода;26.01.2026;ПКНФ-00950 ;08.12.2025;7649.2 КСС-ШУПФС-С-2-3- 75К+2ЭЗ+АВР;1
ПКНФ-000111;30.01.2026;579 - Площадка Лестница Корзина и ее направляющие Транспортировочная балка;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-00952 ;08.12.2025;579 - Площадка Лестница Корзина и ее направляющие Транспортировочная балка;1
ПКНФ-000112;27.01.2026;579 - Трубопровод;Новороссийская ( внс и пнс);В работе;27.01.2026;ПКНФ-00952 ;08.12.2025;579 - Трубопровод;1
ПКНФ-000116;26.01.2026;7030.2ШУ Изделие;Тихорецкая ( только для шу с 0;В работе;26.01.2026;ПКНФ-00918 ;20.11.2025;Шкаф управления двумя насосами, уличное исполнение, плавный пуск, двойной ввод питания с АВР, искроб;1
ПКНФ-000119;22.01.2026;7649.1У - Рама, стойка;Новороссийская ( внс и пнс);В работе;22.01.2026;ПКНФ-00950 ;08.12.2025;7649.1У - Рама, стойка;1
ПКНФ-000120;22.01.2026;7649.1У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;22.01.2026;ПКНФ-00950 ;08.12.2025;7649.1У - Коллекторы, патрубки;1
ПКНФ-000122;20.01.2026;7209.1.1 - ПНС в корпусе (Основное)+ склад резерв;Васюринская;В резерв после прихода;20.01.2026;ПКНФ-00880 ;31.10.2025;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;1
ПКНФ-000123;30.01.2026;579 - КНС (Основное)+ склад резерв 240тыс;Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00952 ;08.12.2025;Канализационная насосная станция КСС-КНС-2400-6500 в корпусе,;1
ПКНФ-000124;22.01.2026;8163У - ВНС (Основное);Новороссийская ( внс и пнс);В работе;22.01.2026;ПКНФ-000009;19.01.2026;Автоматическая насосная станция повышения давления КСС-МЧ-3 CDM5-9-СХ-ГА8 ;1
ПКНФ-000126;26.01.2026;7649.1ШУ ВНС + обвязка к корпусу+расключение;Тихорецкая ( только для шу с 0;В работе;26.01.2026;ПКНФ-00950 ;08.12.2025;7649.1 КСС-ШУПЧ2  3-3 -4,4кВт+СХ;1
ПКНФ-000127;30.01.2026;7209.1.2 - ПНС в корпусе (Основное)+ склад резерв ;Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00880 ;31.10.2025;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;1
ПКНФ-000129;30.01.2026;7399 - КНС (Основное) + 7920ШУ передеть наряд!;Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00930 ;27.11.2025;КСС-КНС-1600-3600, на базе насосов CNP Q=10 м3/ч, H=26,3 м;1
ПКНФ-000130;22.01.2026;7586 - ПНС в корпусе (Основное)+ склад резерв ( 100тыс) + КАБЕЛЬ ДЛЯ УДЛИНЕНИЯ;Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00948 ;05.12.2025;КСС-ПНС-3600-4800  на базе установки подачиводы для подачиводы для пожаротушения КСС-П-2EST80-200- 2;1
ПКНФ-000131;26.01.2026;7649.1У - ВНС (Основное)+ склад резерв ( 60 тыс);Новороссийская ( внс и пнс);В работе;26.01.2026;ПКНФ-00950 ;08.12.2025;Установка повышения давления КСС-МЧ-3 CHLFT20-40-СХ-ГА8+GSM;1
ПКНФ-000132;22.01.2026;7719.4 - ВНС в корпусе(Основное) + склад резерв ( 243 тыс);Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00960 ;12.12.2025;Насосная станция повышения давления в корпусе КСС-BНС-3000-5800;1
ПКНФ-000133;23.01.2026;7719.5 - ПНС в корпусе + склад резерв 240 тыс;Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00960 ;12.12.2025;Насосная станция пожаротушения в корпусе КСС-ПНС-3600-5800;1
ПКНФ-000134;27.01.2026;7038.1 - КНС (Основное)+ склад резерв ( 313 тыс);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00832 ;13.10.2025;Канализационная насосная станция в корпусе КСС-КНС-3200-5200, на базе насосов CNP Q=457,2 м3/ч, H=8;1
ПКНФ-000136;27.01.2026;7417 - ЛОС (Основное)+ списание доп;Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00831 ;27.11.2025;Модульная установка КСС-ЛОС-120, состоящая из 3 камер, 120 л/с, D=3200 мм, L=12000 мм;1
ПКНФ-000139;22.01.2026;7614.2 - КНС (Основное)+ склад резерв (228тыс);Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00956 ;10.12.2025;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-2-2400-5900, на базе насосов CN;1
ПКНФ-000140;30.01.2026;3024 - МБО (Основное);Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00959 ;11.12.2025;КСС-МБО-6, производительность 6 л/с, D=1600 мм, L=3900 мм;1
ПКНФ-000144;23.01.2026;8163ШУ ВНС + расключение станции;Тихорецкая ( только для шу с 0;В резерв после прихода;23.01.2026;ПКНФ-000009;19.01.2026;8163 КСС-ШУПЧ2  3-3 -1.5кВт+СХ;1
ПКНФ-000150;27.01.2026;7649.5 - ЛОС - Основное изделие;Васюринская;В работе;27.01.2026;ПКНФ-00950 ;08.12.2025;Модульная установка локальных очистных сооружений  КСС-ЛОС-160, состоящая из 3 камер (ПО+МБО+СФ) 160;1
ПКНФ-000151;23.01.2026;7649.4.13 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000152;23.01.2026;7649.4.14 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000153;23.01.2026;7649.4.15 - ЕН - Основное изделие+склад резерв 240тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000154;23.01.2026;7649.4.16 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000155;30.01.2026;7883 - ЕН (Основное);Васюринская;В резерв после прихода;30.01.2026;ПКНФ-00969 ;19.12.2025;Емкость накопительная, КСС-ЕН-90, D=3200 мм, L=11500 мм, объем 90 м3;1
ПКНФ-000156;23.01.2026;7024.1 - Рама под УПМ, Балка под крышку;Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00841 ;14.10.2025;7024.1 - Рама под УПМ, Балка под крышку;1
ПКНФ-000157;23.01.2026;7024.2 - Рама под УПМ, Балка под крышку;Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00841 ;14.10.2025;7024.2 - Рама под УПМ, Балка под крышку;1
ПКНФ-000158;23.01.2026;7416 - ЖУВ - Основное изделие;Васюринская;В работе;23.01.2026;ПКНФ-00920 ;21.11.2025;Жироуловитель вертикальный КСС-ЖУВ-4 в корпусе из стеклопластика 4 л/с, D=1400 мм, H=2600 мм;1
ПКНФ-000160;23.01.2026;7649.4.4 - ЕН - Основное изделие+ склад резерв (240тыс);Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000161;23.01.2026;7649.4.5 - ЕН - Основное изделие+ склад резерв (240тыс);Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000162;23.01.2026;7649.4.6 - ЕН - Основное изделие+ склад резерв (240тыс);Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000163;23.01.2026;7649.4.7 - ЕН - Основное изделие+ склад резерв ( 240тыс);Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000164;23.01.2026;7649.4.8 - ЕН - Основное изделие+ склад резерв 240тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000165;23.01.2026;7649.4.9 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000166;23.01.2026;7649.4.10 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000167;23.01.2026;7649.4.11 - ЕН - Основное изделие+ склад резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000168;23.01.2026;7649.4.12 - ЕН - Основное изделие+ скла резерв 240 тыс;Васюринская;В работе;23.01.2026;ПКНФ-00950 ;08.12.2025;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;1
ПКНФ-000169;26.01.2026;7835.2 - Установка УВ-3 2шт.;Васюринская;В работе;26.01.2026;ПКНФ-00942 ;04.12.2025;Установка воздухообменная «УВ-3» тип Б;2
ПКНФ-000171;26.01.2026;7726.1У - Рама, стойка;Новороссийская ( внс и пнс);В работе;26.01.2026;ПКНФ-00933 ;15.12.2025;7726.1У - Рама, стойка;1
ПКНФ-000172;30.01.2026;5882.2 - ПНС в корпусе (Основное);Васюринская;В работе;30.01.2026;ПКНФ-00970 ;22.12.2025;Насосная станция пожаротушения в корпусе из стеклопластика  КСС-ПНС-3200-6200 на базе установки КСС-;1
ПКНФ-000173;30.01.2026;7726.1У -  Коллекторы, патрубки;Новороссийская ( внс и пнс);В резерв после прихода;30.01.2026;ПКНФ-00933 ;15.12.2025;7726.1У -  Коллекторы, патрубки;1
ПКНФ-000174;21.01.2026;7719.4 -  Рама под установку Балка под крышку Транспортировочные петли;Васюринская;В работе;21.01.2026;ПКНФ-00960 ;12.12.2025;7719.4 -  Рама под установку Балка под крышку Транспортировочные петли;1
ПКНФ-000175;26.01.2026;7586 - Рама под установку Балка под крышку Транспортировочные петли Подставки под трубопровод Ра;Васюринская;В работе;26.01.2026;ПКНФ-00948 ;05.12.2025;7586 - Рама под установку Балка под крышку Транспортировочные петли Подставки под трубопровод Ра;1
ПКНФ-000177;27.01.2026;5882.1.1 - ЕН (Основное);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00970 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-250, D=4200 мм, L=19000 мм, объем 250;1
ПКНФ-000178;27.01.2026;5882.1.2 - ЕН (Основное);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00970 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-250, D=4200 мм, L=19000 мм, объем 250;1
ПКНФ-000179;27.01.2026;5882.3 - ЕН (Основное);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00971 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-1- 200, D=4200 мм, L=14500 мм, объем;1
ПКНФ-000180;27.01.2026;5882.4 - ЕН (Основное);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00971 ;22.12.2025;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-2- 200, D=4200 мм, L=14500 мм, объем 2;1
ПКНФ-000181;27.01.2026;5882.5 - ВНС в корпусе (Основное);Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00971 ;22.12.2025;Насосная станция повышения давления в корпусе,КСС-ВНС-3000-6300;1
ПКНФ-000182;27.01.2026;5882.2У - Установка;Новороссийская ( внс и пнс);В работе;27.01.2026;ПКНФ-00970 ;22.12.2025;Насосная станция пожаротушения КСС-П-2 CDM65-5-АВР-2ЭЗ-РК-УХЛ1;1
ПКНФ-000183;27.01.2026;5882.5У - Установка;Новороссийская ( внс и пнс);В работе;27.01.2026;ПКНФ-00971 ;22.12.2025;Установка повышения давления КСС-МЧ-2 CDM15-7-СХ;1
ПКНФ-000184;02.02.2026;6228.2 - Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00940 ;03.12.2025;6228.2 - Трубопровод;1
ПКНФ-000185;02.02.2026;6228.2 - Направляющие под корзину  Площадка Лестница Балка транспортировочная Корзина, Упор под шибер, крышка;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00940 ;03.12.2025;6228.2 - Направляющие под корзину  Площадка Лестница Балка транспортировочная Корзина, Упор под ;1
ПКНФ-000186;02.02.2026;6228.2 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно, Направляющ. Насоса;Васюринская;В работе;02.02.2026;ПКНФ-00940 ;03.12.2025;6228.2 - Рама под УПМ Балка под крышку Стойки для взмучивателя, Конусное дно, Направляющ. Насоса;1
ПКНФ-000188;28.01.2026;7726.2У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;28.01.2026;ПКНФ-00933 ;15.12.2025;7726.2У - Коллекторы, патрубки;1
ПКНФ-000189;28.01.2026;7726.2У - Рама, стойка;Новороссийская ( внс и пнс);В резерв после прихода;28.01.2026;ПКНФ-00933 ;15.12.2025;7726.2У - Рама, стойка;1
ПКНФ-000197;27.01.2026;7719.2 - ЕН - Основное изделие;Васюринская;В резерв после прихода;27.01.2026;ПКНФ-00960 ;12.12.2025;Емкость накопительная КСС-ЕН-45, D=2400 мм, L=10500 мм, объем 45 м3;1
ПКНФ-000198;29.01.2026;6176.3 - Трубопровод;Новороссийская ( внс и пнс);В работе;29.01.2026;ПКНФ-00980 ;26.12.2025;6176.3 - Трубопровод;1
ПКНФ-000199;29.01.2026;6176.3 - Рама, Стойка;Новороссийская ( внс и пнс);В работе;29.01.2026;ПКНФ-00980 ;26.12.2025;6176.3 - Рама, Стойка;1
ПКНФ-000200;02.02.2026;7649.1 корпус - Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00950 ;08.12.2025;7649.1 корпус - Трубопровод;1
ПКНФ-000201;29.01.2026;7649.1 корпус - Лестница;Новороссийская ( внс и пнс);В работе;29.01.2026;ПКНФ-00950 ;08.12.2025;7649.1 корпус - Лестница;1
ПКНФ-000202;30.01.2026;7649.1 корпус - Рама под установку;Васюринская;В работе;30.01.2026;ПКНФ-00950 ;08.12.2025;7649.1 корпус - Рама под установку;1
ПКНФ-000204;02.02.2026;7649.1 - ВНС в корпусе (Основное);Васюринская;В резерв после прихода;02.02.2026;ПКНФ-00950 ;08.12.2025;Насосная станция повышения давления в корпусе из стеклопластика КСС-BНС-2800-5300;1
ПКНФ-000205;30.01.2026;6176.3У - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В резерв после прихода;30.01.2026;ПКНФ-00980 ;26.12.2025;6176.3У - Установка подачи воды для пожаротушения;1
ПКНФ-000206;02.02.2026;8150.1 - Коллекторы, патрубки;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-000010;20.01.2026;8150.1 - Коллекторы, патрубки;1
ПКНФ-000207;30.01.2026;8150.1 - Рама под установку, стойка под шкаф;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-000010;20.01.2026;8150.1 - Рама под установку, стойка под шкаф;1
ПКНФ-000209;30.01.2026;5882.1.1 - Лестницы;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-00970 ;22.12.2025;5882.1.1 - Лестницы;1
ПКНФ-000210;30.01.2026;5882.1.1 - Трубопровод;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-00970 ;22.12.2025;5882.1.1 - Трубопровод ;1
ПКНФ-000211;30.01.2026;5882.1.2 - Трубопровод;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-00970 ;22.12.2025;5882.1.2 - Трубопровод;1
ПКНФ-000212;30.01.2026;5882.1.2 - Лестницы;Новороссийская ( внс и пнс);В работе;30.01.2026;ПКНФ-00970 ;22.12.2025;5882.1.2 - Лестницы;1
ПКНФ-000219;02.02.2026;7649.2У - Рама, Стойка;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00950 ;08.12.2025;7649.2У - Рама, Стойка;1
ПКНФ-000220;02.02.2026;7649.2У - Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00950 ;08.12.2025;7649.2У - Трубопровод;1
ПКНФ-000221;02.02.2026;7649.2У - ПНС установка;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00950 ;08.12.2025;Автоматическая насосная станция пожаротушения КСС-П-3 NIS200-150-400-75-ЖН CDM3-8-ГА80-АВР-2ЭЗ-РК;1
ПКНФ-000222;02.02.2026;8150.2У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-000010;20.01.2026;8150.2У - Коллекторы, патрубки;1
ПКНФ-000223;02.02.2026;8150.2У - Рама под установку, стойка под шкаф;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-000010;20.01.2026;8150.2У - Рама под установку, стойка под шкаф;1
ПКНФ-000224;02.02.2026;7726.1 Трубопровод, патрубки;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00933 ;15.12.2025;7726.1 Трубопровод, патрубки;1
ПКНФ-000225;02.02.2026;6176.4 - Лестницы;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00980 ;26.12.2025;6176.4 - Лестницы;1
ПКНФ-000226;02.02.2026;7726.1 Лестница;Новороссийская ( внс и пнс);В резерв после прихода;02.02.2026;ПКНФ-00933 ;15.12.2025;7726.1 Лестница;1
ПКНФ-000227;02.02.2026;8163У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-000009;19.01.2026;8163У - Коллекторы, патрубки;1
ПКНФ-000228;02.02.2026;8163У - Рама под установку, стойка под шкаф;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-000009;19.01.2026;8163У - Рама под установку, стойка под шкаф;1
ПКНФ-000229;02.02.2026;7726.1 Рама под установку Балка под крышку;Васюринская;В резерв после прихода;02.02.2026;ПКНФ-00933 ;15.12.2025;7726.1 Рама под установку Балка под крышку;1
ПКНФ-000230;02.02.2026;6176.5.1 - ЕН (Основное) РЕМНИ ОТДЕЛЬНО;Васюринская;В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;Емкость накопительная КСС-ЕН-240, D=4200 мм, L=17500 мм, объем 240 м;1
ПКНФ-000231;02.02.2026;6176.5.1 - Лестница;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;6176.5.1 - Лестница ;1
ПКНФ-000232;02.02.2026;6176.5.1- Трубопровод;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;6176.5.1- Трубопровод;1
ПКНФ-000233;02.02.2026;6176.5.2 - ЕН (Основное) РЕМНИ ОТДЕЛЬНО;Васюринская;В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;Емкость накопительная КСС-ЕН-240, D=4200 мм, L=17500 мм, объем 240 м;1
ПКНФ-000234;02.02.2026;6176.5.2 - Лестница;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;6176.5.2 - Лестница;1
ПКНФ-000235;02.02.2026;6176.5.2 - Трубопровод;Новороссийская ( внс и пнс);В работе;02.02.2026;ПКНФ-00980 ;26.12.2025;6176.5.2 - Трубопровод;1
ПКНФ-000345;19.06.2025;6574.4 - Станция очистки хоз-быт сточных вод основное+ потеряшки;Васюринская;В работе;19.06.2025;ПКНФ-00594 ;21.05.2025;Станция очистки хозяйственно- бытовых сточных вод, 10м3/сут;1
ПКНФ-001134;11.11.2025;7209.1.1 - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;7209.1.1 Установка подачи воды для пожаротушения;1
