Product order name;product_order_date;comment;factory;status;create_date;order_number;order_date;product_name;qty
ПКНФ-001128;11.12.2025;7469 - ЕН (Основное изделие) ( списаны лестницы к ЛОС 5755.3 добавить их тоже в наряд!!!);Васюринская;В работе;11.12.2025;ПКНФ-00886 ;01.11.2025;КСС-ЕН-30, D=1800 мм, L=11990 мм, объем 30 м3;1
ПКНФ-001132;11.11.2025;7375 - корзина;Новороссийская ( внс и пнс);В работе;11.11.2025;ПКНФ-00797 ;22.10.2025;Корзина сороудерживающая DN250, нерж. ст. AISI 304;1
ПКНФ-001133;11.11.2025;7209.1.1 - ПНС в корпусе (Основное);Васюринская;В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;1
ПКНФ-001134;11.11.2025;7209.1.1 - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;7209.1.1 Установка подачи воды для пожаротушения;1
ПКНФ-001135;11.11.2025;7209.1.2 - ПНС в корпусе (Основное);Васюринская;В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;1
ПКНФ-001136;11.11.2025;7209.1.2 - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;7209.1.2 Установка подачи воды для пожаротушения;1
ПКНФ-001140;12.11.2025;4543 - КНС (Основное) добавлены метизы из 7392.1 ;Васюринская;В работе;12.11.2025;ПКНФ-00700 ;24.07.2025;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-1600-8600;1
ПКНФ-001175;19.11.2025;7211 - КНС (Основное);Васюринская;В работе;19.11.2025;ПКНФ-00747 ;01.11.2025;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-3000-6900;1
ПКНФ-001177;19.11.2025;7211ШУ КНС (+ списаны клеммы с Догма ШУ для сервисного выезда);Тихорецкая ( только для шу с 0;В работе;19.11.2025;ПКНФ-00747 ;01.11.2025;7211 КСС ШУК- 3/3 -4кВт + АВР+GSM+УХЛ1;1
ПКНФ-001179;19.11.2025;6854 - ГКНС (Основное);Васюринская;В работе;19.11.2025;ПКНФ-00905 ;14.11.2025;Канализационная насосная станция горизонтальная в корпусе КСС-ГКНС-3600-13200;1
ПКНФ-001182;19.11.2025;6854ШУ ГКНС + материалы за доделку 5582ШУ;Тихорецкая ( только для шу с 0;В работе;19.11.2025;ПКНФ-00905 ;14.11.2025;6854 КСС ШУКПП- 6/3 -15кВт +HMI+УХЛ1;1
ПКНФ-001190;24.11.2025;6167 - КНС (Основное) поплавки 25 метров доращиваем кабель;Васюринская;В работе;24.11.2025;ПКНФ-00836 ;13.10.2025;Канализационная насосная станция в корпусе КСС-КНС-2000-3500, на базе насосов CNP Q=200м3/ч, H=30 м;1
ПКНФ-001192;11.12.2025;5033.1.2 - ЛОС (Основное);Васюринская;В работе;11.12.2025;ПКНФ-00889 ;05.11.2025;Модульная установка локальных очистных сооружений КСС-ЛОС-125 , 125 л/с, D=3600 мм, L=16300 мм;1
ПКНФ-001193;11.12.2025;5033.1.3 - ЛОС (Основное);Васюринская;В работе;11.12.2025;ПКНФ-00889 ;05.11.2025;Модульная установка локальных очистных сооружений КСС-ЛОС-125 , 125 л/с, D=3600 мм, L=16300 мм;1
ПКНФ-001194;11.12.2025;5033.1.4 - ЛОС (Основное);Васюринская;В работе;11.12.2025;ПКНФ-00889 ;05.11.2025;Модульная установка локальных очистных сооружений КСС-ЛОС-125 , 125 л/с, D=3600 мм, L=16300 мм;1
ПКНФ-001196;24.11.2025;7564.2 - ЛОС (Основное) (списаны все ремни 7564.1.1 (11шт), 7564.1.2(11шт), 7564.2(6шт));Васюринская;В работе;24.11.2025;ПКНФ-00921 ;21.11.2025;Модульная установка локальных очистных сооружений КСС-ЛОС-16 л/с, D=2000 мм, L=7400 мм;1
ПКНФ-001204;25.11.2025;7413 - Комплект оборудования (Основное);Васюринская;В работе;25.11.2025;ПКНФ-00869 ;29.10.2025;Комплект оборудования для размещения в бетонном корпусе насосной станции, включающий в себя:;1
ПКНФ-001205;08.12.2025;7564.3 - УФ (Основное);Васюринская;В работе;08.12.2025;ПКНФ-00921 ;21.11.2025;Модульная станция УФ-обеззараживания ливневых сточных вод КСС-УФ-16 16 л/с, D=2500 мм, H=3300 мм;1
ПКНФ-001209;25.11.2025;7030.2ШУ Изделие;Тихорецкая ( только для шу с 0;В работе;25.11.2025;ПКНФ-00918 ;20.11.2025;Шкаф управления двумя насосами, уличное исполнение, плавный пуск, двойной ввод питания с АВР, искроб;1
ПКНФ-001213;26.11.2025;7354.2- Рама под установку,Балка под крышку, Транспортировочные петли;Васюринская;В работе;26.11.2025;ПКНФ-00845 ;16.10.2025;7354.2- Рама под установку,Балка под крышку, Транспортировочные петли;1
ПКНФ-001214;26.11.2025;4543 - Рама под УПМ, балка под крышку;Васюринская;В работе;26.11.2025;ПКНФ-00700 ;24.07.2025;4543 - Рама под УПМ, балка под крышку;1
ПКНФ-001215;26.11.2025;7896ШУ и 7897ШУ БАЛАНС А8 и БАЛАНС А5;Тихорецкая ( только для шу с 0;В работе;26.11.2025;ПКНФ-00928 ;26.11.2025;7896 7897 ШУ КСС БАЛАНС А8;2
ПКНФ-001216;26.11.2025;7896 - водоподготовка;Новороссийская ( внс и пнс);В работе;26.11.2025;ПКНФ-00928 ;26.11.2025;Станция подготовки питьевой воды ""Баланс А-8"" (без электрики);1
ПКНФ-001218;26.11.2025;7897- водоподготовка;Новороссийская ( внс и пнс);В работе;26.11.2025;ПКНФ-00928 ;26.11.2025;Станция подготовки питьевой воды ""Баланс А-5"" (без электрики);1
ПКНФ-001223;26.11.2025;7564.1.2- ЕН Основное;Основное ;В работе;26.11.2025;ПКНФ-00921 ;21.11.2025;Емкость накопительная КСС-ЕН-60, D=2500 мм, L=12500 мм, объем 60 м3;1
ПКНФ-001227;01.12.2025;7363.4У - ПНС (Основное);Новороссийская ( внс и пнс);В работе;01.12.2025;ПКНФ-00782 ;25.11.2025;Автоматическая насосная станция пожаротушения КСС-П-2 NIS100-65-200-30-ЖН CDM5-8-ГА50- АВР-РК-2ЭЗ;1
ПКНФ-001228;01.12.2025;7363.3 - ЛОС (Основное);Васюринская;В работе;01.12.2025;ПКНФ-00782 ;25.11.2025;Модульная установка локальных очистных сооружений ливневых стоков КСС-ЛОС-50 50 л/с, D=2400 мм, L=11;1
ПКНФ-001230;01.12.2025;7363.4ШУ ПНС (серый корпус сами красим в красный);Тихорецкая ( только для шу с 0;В работе;01.12.2025;ПКНФ-00782 ;25.11.2025;7363.4 КСС-ШУПФС-С-2-3- 30К+ЖК(1,1кВт)+АВР;1
ПКНФ-001231;01.12.2025;7399ШУ КНС;Тихорецкая ( только для шу с 0;В работе;01.12.2025;ПКНФ-00930 ;27.11.2025;7399 КСС ШУК-2/3-3кВт+УХЛ1;1
ПКНФ-001232;01.12.2025;7363.1 - ЕН - Основное изделие;Васюринская;В работе;01.12.2025;ПКНФ-00782 ;25.11.2025;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-100, D=3000 мм, L=14600  мм,  объем  1;1
ПКНФ-001234;02.12.2025;7399 - КНС (Основное);Васюринская;В работе;02.12.2025;ПКНФ-00930 ;27.11.2025;КСС-КНС-1600-3600, на базе насосов CNP Q=10 м3/ч, H=26,3 м;1
ПКНФ-001235;02.12.2025;7030.1- КНС (Основное) ;Васюринская;В работе;02.12.2025;ПКНФ-00918 ;20.11.2025;Канализационная насосная станция в корпусе из стеклопластика  КСС-КНС-3000-7000 Q=150 м3/ч, H=25 м;1
ПКНФ-001236;02.12.2025;7363.2 - Септик - Основное изделие;Васюринская;В работе;02.12.2025;ПКНФ-00782 ;25.11.2025;Септик, произведенный из армированного стеклопластика методом машинной намотки КСС-СП-15, D=2000 мм,;1
ПКНФ-001240;04.12.2025;7209.1.2- Трубопровод;Новороссийская ( внс и пнс);В работе;04.12.2025;ПКНФ-00880 ;31.10.2025;7209.1.2- Трубопровод;1
ПКНФ-001241;04.12.2025;7209.1.2 -Рама для насосов;Новороссийская ( внс и пнс);В работе;04.12.2025;ПКНФ-00880 ;31.10.2025;7209.1.2 -Рама для насосов Балка транспортировочнаяПлощадка для обслуживания Балка для кабеляЛес;1
ПКНФ-001242;04.12.2025;7209.1.1- Трубопровод;Новороссийская ( внс и пнс);В работе;04.12.2025;ПКНФ-00880 ;31.10.2025;7209.1.1- Трубопровод;1
ПКНФ-001243;04.12.2025;7209.1.1 -Рама для насосов;Новороссийская ( внс и пнс);В работе;04.12.2025;ПКНФ-00880 ;31.10.2025;7209.1.1 -Рама для насосов Балка транспортировочнаяПлощадка для обслуживания Балка для кабеляЛес;1
ПКНФ-001244;05.12.2025;6854.1- Трубопровод;Новороссийская ( внс и пнс);В работе;05.12.2025;ПКНФ-00905 ;14.11.2025;6854.1- Трубопровод;1
ПКНФ-001245;05.12.2025;6854.1- Направляющие корзины Корзина сороудерж. Площадка Лестница, Рама под УПМ, Балка транспортная;Новороссийская ( внс и пнс);В работе;05.12.2025;ПКНФ-00905 ;14.11.2025;6854.1- Направляющие корзины Корзина сороудерж. Площадка Лестница, Рама под УПМ, Балка транспортн;1
ПКНФ-001247;05.12.2025;6854.1-Балка под крышку;Васюринская;В работе;05.12.2025;ПКНФ-00905 ;14.11.2025;6854.1-Балка под крышку;1
ПКНФ-001251;08.12.2025;6167 - Трубопровод;Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00836 ;13.10.2025;6167 - Трубопровод;1
ПКНФ-001252;08.12.2025;6167 - Трубопровод (Подводящий патрбок);Васюринская;В работе;08.12.2025;ПКНФ-00836 ;13.10.2025;6167 - Трубопровод (Подводящий патрбок);1
ПКНФ-001253;08.12.2025;6167 - Рама под УПМ, Балка под крышку;Васюринская;В работе;08.12.2025;ПКНФ-00836 ;13.10.2025;6167 - Рама под УПМ, Балка под крышку;1
ПКНФ-001254;08.12.2025;6167 - Площадка,  Лестница;Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00836 ;13.10.2025;6167 - Площадка,  Лестница;1
ПКНФ-001255;08.12.2025;7211 - Трубопровод, патрубки;Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00747 ;01.11.2025;7211 - Трубопровод, патрубки;1
ПКНФ-001256;08.12.2025;7211 - Балка под крышку, рама под УПМ;Васюринская;В работе;08.12.2025;ПКНФ-00747 ;01.11.2025;7211 - Балка под крышку, рама под УПМ;1
ПКНФ-001257;08.12.2025;7211 - Направляющие корзины Корзина сороудерж. Площадка Лестница Балка транспортная Упор под ши;Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00747 ;01.11.2025;7211 - Направляющие корзины Корзина сороудерж. Площадка Лестница Балка транспортная Упор под ши;1
ПКНФ-001258;08.12.2025;7586 - ПНС в корпусе;Васюринская;В работе;08.12.2025;ПКНФ-00948 ;05.12.2025;КСС-ПНС-3600-4800  на базе установки подачиводы для подачиводы для пожаротушения КСС-П-2EST80-200- 2;1
ПКНФ-001259;08.12.2025;7586У - ПНС Установка ;Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00948 ;05.12.2025;7586У - Установка подачи воды для пожаротушения КСС-П-2EST80-200- 220+2ЭЗ+АВР+РК;1
ПКНФ-001262;08.12.2025;5395У - ПНС (Основное);Новороссийская ( внс и пнс);В работе;08.12.2025;ПКНФ-00636 ;19.11.2025;Установка пожаротушения Q=108 м3/ч, Н=38,15 м КСС-П-2 CDM85-3+АВР+2ЭЗ;1
ПКНФ-001265;09.12.2025;7586ШУ ПНС;Тихорецкая ( только для шу с 0;В работе;09.12.2025;ПКНФ-00948 ;05.12.2025;7586 КСС-ШУПФС-Д-2-3- 22К+2ЭЗ+АВР;1
ПКНФ-001266;09.12.2025;5395ШУ ПНС + списан корпус красный 80.60.25 и КСВ на переделку догма Теплостройсервис;Тихорецкая ( только для шу с 0;В работе;09.12.2025;ПКНФ-00636 ;19.11.2025;5395 КСС-ШУПФС-Д-2-3- 22К+2ЭЗ+АВР;1
ПКНФ-001267;09.12.2025;7413 - Трубопровод, патрубки;Новороссийская ( внс и пнс);В работе;09.12.2025;ПКНФ-00869 ;29.10.2025;7413 - Трубопровод, патрубки;1
ПКНФ-001268;09.12.2025;7413 - Направляющие корзины Корзина сороудерж. Лестница Балка транспортная Балка для кронштейнов;Новороссийская ( внс и пнс);В работе;09.12.2025;ПКНФ-00869 ;29.10.2025;7413 - Направляющие корзины Корзина сороудерж. Лестница Балка транспортная Балка для кронштейнов;1
ПКНФ-001269;09.12.2025;7485 - ЛОС (Основное);Васюринская;В работе;09.12.2025;ПКНФ-00947 ;05.12.2025;Модульная установка КСС-ЛОС-30, из 3 камер (ПО+МБО+СФ) 30 л/с, D=2400 мм  L=8000 мм;1
ПКНФ-001271;10.12.2025;7527.1 - ЕН - Основное изделие;Васюринская;В работе;10.12.2025;ПКНФ-00909 ;17.11.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-2, D=1000 мм, L=2700 мм, объем 2 м3;1
ПКНФ-001272;10.12.2025;7527.1 - Лестница;Новороссийская ( внс и пнс);В работе;10.12.2025;ПКНФ-00909 ;17.11.2025;7527.1 - Лестница;1
ПКНФ-001273;10.12.2025;7527.2 - ЕН - Основное изделие ;Новороссийская ( внс и пнс);В работе;10.12.2025;ПКНФ-00909 ;17.11.2025;Емкость накопительная, произведенная из стеклопластика   КСС-ЕН-12, D=2000 мм, L=4050 мм, объем 12 м;1
ПКНФ-001274;10.12.2025;7527.2 - Лестницы;Новороссийская ( внс и пнс);В работе;10.12.2025;ПКНФ-00909 ;17.11.2025;7527.2 - Лестницы;2
ПКНФ-001275;11.12.2025;7363.4У - Рама под установку, стойка под шкаф;Новороссийская ( внс и пнс);В работе;11.12.2025;ПКНФ-00782 ;25.11.2025;7363.4У - Рама под установку, стойка под шкаф;1
ПКНФ-001276;11.12.2025;7363.4У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;11.12.2025;ПКНФ-00782 ;25.11.2025;7363.4У - Коллекторы, патрубки;1
ПКНФ-001277;11.12.2025;5033.1.1 - ЛОС (Основное);Васюринская;В работе;11.12.2025;ПКНФ-00889 ;05.11.2025;Модульная установка локальных очистных сооружений КСС-ЛОС-125 , 125 л/с, D=3600 мм, L=16300 мм;1
ПКНФ-001280;11.12.2025;7564.3-Трубопровод;Новороссийская ( внс и пнс);В работе;11.12.2025;ПКНФ-00921 ;21.11.2025;7564.3-Трубопровод;1
ПКНФ-001281;11.12.2025;7564.3- Лестница;Новороссийская ( внс и пнс);В работе;11.12.2025;ПКНФ-00921 ;21.11.2025;7564.3- Лестница;1
ПКНФ-001282;11.12.2025;7564.3-Рама под установку;Васюринская;В работе;11.12.2025;ПКНФ-00921 ;21.11.2025;7564.3-Рама под установку;1
ПКНФ-001290;12.12.2025;7187.1.1У - ВНС - Основное изделие;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);1
ПКНФ-001291;12.12.2025;7187.1.1У - Рама под установку, стойка под ШУ;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.1У - Рама под установку, стойка под ШУ;1
ПКНФ-001292;12.12.2025;7187.1.1У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.1У - Коллекторы, патрубки;1
ПКНФ-001294;12.12.2025;7187.1.2У - ВНС - Основное изделие;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);1
ПКНФ-001295;12.12.2025;7187.1.2У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.2У - Коллекторы, патрубки;1
ПКНФ-001296;12.12.2025;7187.1.2У - Рама под установку, стойка под ШУ;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.2У - Рама под установку, стойка под ШУ;1
ПКНФ-001297;12.12.2025;7187.1.3У - ВНС - Основное изделие;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);1
ПКНФ-001298;12.12.2025;7187.1.3У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.3У - Коллекторы, патрубки;1
ПКНФ-001299;12.12.2025;7187.1.3У - Рама под установку, стойка под ШУ;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.3У - Рама под установку, стойка под ШУ;1
ПКНФ-001300;12.12.2025;7187.1.4У - ВНС - Основное изделие;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);1
ПКНФ-001301;12.12.2025;7187.1.4У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.4У - Коллекторы, патрубки;1
ПКНФ-001302;12.12.2025;7187.1.4У - Рама под установку, стойка под ШУ;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187.1.4У - Рама под установку, стойка под ШУ;1
ПКНФ-001304;12.12.2025;7187ШУ ВНС (4шт);Тихорецкая ( только для шу с 0;В работе;12.12.2025;ПКНФ-00847 ;27.11.2025;7187 КСС-ШУПЧ2  3-3 -1.1кВт+СХ;4
ПКНФ-001305;12.12.2025;7586У - Рама под установку;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00948 ;05.12.2025;7586У - Рама под установку;1
ПКНФ-001306;12.12.2025;7586У - Коллекторы, патрубки;Новороссийская ( внс и пнс);В работе;12.12.2025;ПКНФ-00948 ;05.12.2025;7586У - Коллекторы, патрубки;1
